sci_name,body mass
Crocidura crossei,
Crocidura crenata,
Crocidura cranbrooki,
Crocidura congobelgica,
Crocidura cinderella,
Crocidura caspica,
Crocidura canariensis,
Crocidura caliginea,
Crocidura buettikoferi,
Crocidura brunnea,
Crocidura bottegoides,
Crocidura bottegi,
Crocidura beccarii,
Crocidura beatus,
Crocidura batesi,
Crocidura batakorum,
Crocidura baluensis,
Crocidura baileyi,
Crocidura attila,
Crocidura attenuata,
Crocidura armenica,
Crocidura arispa,
Crocidura arabica,
Crocidura ansellorum,
Crocidura annamitensis,
Crocidura andamanensis,
Crocidura allex,
Crocidura aleksandrisi,
Crocidura afeworkbekelei,
Crocidura absconditus,
Cricetulus tibetanus,
Cricetulus sokolovi,
Cricetulus longicaudatus,
Cricetulus lama,
Cricetulus barabensis,
Cricetomys emini,
Cricetomys ansorgei,
Cremnomys elvira,
Cremnomys cutchicus,
Cratogeomys planiceps,
Cratogeomys perotensis,
Cratogeomys merriami,
Cratogeomys goldmani,
Cratogeomys fumosus,
Cratogeomys fulvescens,
Cratogeomys castanops,
Crateromys schadenbergi,
Crateromys paulus,
Crateromys heaneyi,
Crateromys australis,
Craseonycteris thonglongyai,
Craseomys smithii,
Craseomys shanseius,
Craseomys rufocanus,
Craseomys rex,
Craseomys regulus,
Craseomys andersoni,
Corynorhinus townsendii,
Corynorhinus rafinesquii,
Corynorhinus mexicanus,
Cormura brevirostris,
Connochaetes taurinus,
Connochaetes gnou,
Conilurus penicillatus,
Congosorex verheyeni,
Congosorex polli,
Congosorex phillipsorum,
Conepatus semistriatus,
Conepatus humboldtii,
Colobus vellerosus,
Colobus satanas,
Colobus polykomos,
Colobus caudatus,
Coleura seychellensis,
Coleura kibomalandy,
Coleura afra,
Coendou vestitus,
Coendou spinosus,
Coendou speratus,
Coendou rufescens,
Coendou roosmalenorum,
Coendou quichua,
Coendou pruinosus,
Coendou nycthemera,
Coendou mexicanus,
Coendou melanurus,
Coendou insidiosus,
Coendou ichillus,
Coendou bicolor,
Coendou baturitensis,
Coelops robinsoni,
Coelops frithii,
Coccymys shawmayeri,
Coccymys ruemmleri,
Coccymys kirrhos,
Cloeotis percivali,
Clethrionomys rutilus,35
Clethrionomys glareolus,
Clethrionomys centralis,
Civettictis civetta,
Cistugo seabrae,
Cistugo lesueuri,
Chrysospalax villosus,
Chrysospalax trevelyani,
Chrysocyon brachyurus,
Chrysochloris visagiei,
Chrotopterus auritus,
Chrotomys whiteheadi,
Chrotomys silaceus,
Chrotomys sibuyanensis,
Chrotomys mindorensis,
Chrotomys gonzalesi,
Chrotogale owstoni,
Choeronycteris mexicana,
Choeroniscus periosus,
Choeroniscus minor,
Choeroniscus godmani,
Chodsigoa sodalis,
Chodsigoa smithii,
Chodsigoa salenskii,
Chodsigoa parva,
Chodsigoa parca,
Chodsigoa lamula,
Chodsigoa hypsibia,
Chodsigoa caovansunga,
Chlorotalpa sclateri,
Chlorotalpa duthieae,
Chlorocebus tantalus,
Chlorocebus sabaeus,
Chlorocebus pygerythrus,
Chlorocebus dryas,
Chlorocebus djamdjamensis,
Chlorocebus cynosuros,
Chlamyphorus truncatus,
Chiruromys vates,
Chiruromys lamia,
Chiruromys forbesi,
Chiropotes utahickae,
Chiropotes satanas,
Chiropotes sagulatus,
Chiropotes chiropotes,
Chiropotes albinasus,
Chiropodomys pusillus,
Chiropodomys muroides,
Chiropodomys major,
Chiropodomys karlkoopmani,
Chiropodomys gliroides,
Chiropodomys calamianensis,
Chironax melanocephalus,
Chiromyscus chiropus,
Chiroderma vizottoi,
Chiroderma villosum,
Chiroderma trinitatum,
Chiroderma salvini,
Chiroderma improvisum,
Chiroderma doriae,
Chionomys syriacus,
Chionomys roberti,
Chionomys gud,
Chinchillula sahamae,
Chinchilla chinchilla,
Chilonatalus tumidifrons,
Chilonatalus micropus,
Chilonatalus macer,
Chilomys instans,
Cheracebus torquatus,
Cheracebus regulus,
Cheracebus medemi,
Cheracebus lugens,
Cheracebus lucifer,
Chelemys megalonyx,
Chelemys macronyx,
Cheiromeles torquatus,
Cheiromeles parvidens,
Cheirogaleus thomasi,
Cheirogaleus sibreei,
Cheirogaleus shethi,
Cheirogaleus lavasoensis,
Cheirogaleus grovesi,
Cheirogaleus crossleyi,
Cheirogaleus andysabini,
Chalinolobus tuberculatus,
Chalinolobus picatus,
Chalinolobus nigrogriseus,
Chalinolobus neocaledonicus,
Chalinolobus morio,
Chalinolobus gouldii,
Chalinolobus dwyeri,
Chaetophractus villosus,
Chaetophractus vellerosus,
Chaetomys subspinosus,
Chaetodipus spinatus,
Chaetodipus siccus,
Chaetodipus rudinoris,
Chaetodipus pernix,
Chaetodipus penicillatus,
Chaetodipus nelsoni,
Chaetodipus lineatus,
Chaetodipus intermedius,
Chaetodipus hispidus,
Chaetodipus goldmani,
Chaetodipus formosus,
Chaetodipus fallax,
Chaetodipus eremicus,
Chaetodipus californicus,
Chaetodipus baileyi,
Chaetodipus artus,
Chaetodipus arenarius,
Chaetodipus ammophilus,
Chaetocauda sichuanensis,
Chacodelphys formosa,
Cervus nippon,
Cervus hanglu,
Cervus elaphus,
Cervus albirostris,
Cerradomys subflavus,
Cerradomys scotti,
Cerradomys marinhus,
Cerradomys maracajuensis,
Cercopithecus wolfi,
Cercopithecus sclateri,
Cercopithecus roloway,
Cercopithecus pogonias,
Cercopithecus petaurista,
Cercopithecus nictitans,
Cercopithecus neglectus,
Cercopithecus mona,
Cercopithecus lowei,
Cercopithecus lomamiensis,
Cercopithecus hamlyni,
Cercopithecus erythrotis,
Cercopithecus erythrogaster,
Cercopithecus diana,
Cercopithecus denti,
Cercopithecus cephus,
Cercopithecus campbelli,
Cercopithecus ascanius,
Cercocebus torquatus,
Cercocebus sanjei,
Cercocebus lunulatus,
Cercocebus galeritus,
Cercocebus chrysogaster,
Cercocebus atys,
Ceratotherium simum,2000
Cephalophus zebra,
Cephalophus weynsi,
Cephalophus spadix,
Cephalophus silvicultor,
Cephalophus rufilatus,
Cephalophus ogilbyi,
Cephalophus nigrifrons,
Cephalophus niger,
Cephalophus natalensis,
Cephalophus leucogaster,
Cephalophus jentinki,
Cephalophus harveyi,
Cephalophus dorsalis,
Cephalophus callipygus,
Cephalophus adersi,
Cephalopachus bancanus,
Centurio senex,
Centronycteris maximiliani,
Centronycteris centralis,
Cebus yuracus,
Cebus versicolor,
Cebus unicolor,
Cebus trinitatis,
Cebus malitiosus,
Cebus leucocephalus,
Cebus kaapori,
Cebus imitator,
Cebus cuscinus,
Cebus cesarae,
Cebus castaneus,
Cebus brunneus,
Cebus aequatorialis,
Cebuella niveiventris,
Cavia tschudii,
Cavia patzelti,
Cavia magna,
Cavia intermedia,
Cavia fulgida,
Cavia aperea,
Catopuma temminckii,
Catopuma badia,
Catagonus wagneri,
Caryomys inez,
Caryomys eva,
Carterodon sulcidens,
Carpomys phaeurus,
Carpomys melanurus,
Carpitalpa arendsi,
Carollia subrufa,
Carollia sowelli,
Carollia monohernandezi,
Carollia manu,
Carollia castanea,
Carollia brevicauda,
Carollia benkeithi,
Cardioderma cor,
Cardiocranius paradoxus,
Caracal aurata,
Caprolagus hispidus,
Capricornis swinhoei,
Capricornis sumatraensis,
Capricornis rubidus,
Capricornis crispus,
Capreolus pygargus,
Capreolus capreolus,
Capra walie,
Capra sibirica,
Capra pyrenaica,
Capra nubiana,
Capra ibex,
Capra falconeri,
Capra cylindricornis,
Capra caucasica,
Capra aegagrus,
Cansumys canus,
Canis simensis,
Canis rufus,
Canis lupaster,
Canis aureus,
Canis adustus,
Camelus ferus,
Calyptophractus retusus,
Caluromysiops irrupta,
Caluromys lanatus,
Calomyscus urartensis,
Calomyscus tsolovi,
Calomyscus mystax,
Calomyscus hotsoni,
Calomyscus grandis,
Calomyscus elburzensis,
Calomyscus baluchi,
Calomyscus bailwardi,
Calomys venustus,
Calomys tocantinsi,
Calomys tener,
Calomys sorellus,
Calomys musculinus,
Calomys lepidus,
Calomys laucha,
Calomys hummelincki,
Calomys fecundus,
Calomys expulsus,
Calomys callosus,
Calomys callidus,
Calomys boliviae,
Callospermophilus saturatus,
Callospermophilus madrensis,
Callospermophilus lateralis,
Callosciurus quinquestriatus,
Callosciurus pygerythrus,
Callosciurus prevostii,
Callosciurus phayrei,
Callosciurus orestes,
Callosciurus notatus,
Callosciurus nigrovittatus,
Callosciurus melanogaster,
Callosciurus inornatus,
Callosciurus finlaysonii,
Callosciurus erythraeus,
Callosciurus caniceps,
Callosciurus baluensis,
Callosciurus albescens,
Callosciurus adamsi,
Callithrix penicillata,
Callithrix kuhlii,
Callithrix geoffroyi,
Callithrix flaviceps,
Callithrix aurita,
Callistomys pictus,
Callimico goeldii,
Callicebus personatus,
Callicebus nigrifrons,
Callicebus melanochir,
Callicebus coimbrai,
Callicebus barbarabrownae,
Callibella humilis,
Calcochloris tytonis,
Calcochloris obtusirostris,
Caenolestes sangay,
Caenolestes convelatus,
Caenolestes condorensis,
Caenolestes caniventer,
Cacajao melanocephalus,
Cacajao hosomi,
Cacajao calvus,
Cacajao ayresi,
Cabassous unicinctus,
Cabassous tatouay,
Cabassous chacoensis,
Cabassous centralis,
Bunomys torajae,
Bunomys prolatus,
Bunomys penitus,
Bunomys karokophilus,
Bunomys fratrorum,
Bunomys coelestis,
Bunomys chrysocomus,
Bunomys andrewsi,
Bunolagus monticularis,
Bullimus luzonicus,
Bullimus gamay,
Bullimus bagobus,
Budorcas taxicolor,
Bubalus quarlesi,
Bubalus mindorensis,
Bubalus depressicornis,
Brucepattersonius soricinus,
Brucepattersonius paradisus,
Brucepattersonius misionensis,
Brucepattersonius iheringi,
Brucepattersonius igniventris,
Brucepattersonius guarani,
Brucepattersonius griserufescens,
Brassomys albidens,
Bradypus variegatus,
Bradypus torquatus,
Bradypus pygmaeus,
Brachyuromys ramirohitra,
Brachyuromys betsileoensis,
Brachyteles hypoxanthus,
Brachyteles arachnoides,
Brachytarsomys villosa,
Brachytarsomys albicauda,
Brachyphylla nana,
Brachyphylla cavernarum,
Brachylagus idahoensis,
Brachiones przewalskii,
Bos sauveli,800
Bos mutus,850
Bos javanicus,700
Bos gaurus,950
Boneia bidens,
Blarinomys breviceps,
Blarinella wardi,
Blarinella quadraticauda,
Blarinella griselda,
Blarina hylophaga,
Blarina carolinensis,
Biswamoyopterus laoensis,
Biswamoyopterus biswasi,
Bison bonasus,780
Bibimys torresi,
Bibimys labiosus,
Bibimys chacoensis,
Berylmys manipulus,
Berylmys mackenziei,
Berylmys bowersi,
Berylmys berdmorei,
Belomys pearsonii,
Beatragus hunteri,
Beamys hindei,
Bdeogale omnivora,
Bdeogale nigripes,
Bdeogale jacksoni,
Bdeogale crassicauda,
Bauerus dubiaquercus,
Batomys uragon,
Batomys salomonseni,
Batomys russatus,
Batomys hamiguitan,
Batomys granti,
Batomys dentatus,
Bathyergus suillus,
Bathyergus janetta,
Bassariscus sumichrasti,
Bassariscus astutus,
Bassaricyon neblina,
Bassaricyon medius,
Bassaricyon gabbii,
Barbastella leucomelas,
Barbastella darjelingensis,
Barbastella beijingensis,
Barbastella barbastellus,
Bandicota savilei,
Bandicota indica,
Bandicota bengalensis,
Balionycteris seimundi,
Balionycteris maculata,
Balantiopteryx plicata,
Balantiopteryx io,
Balantiopteryx infusca,
Baiomys taylori,
Baiomys musculus,
Baeodon gracilis,
Baeodon alleni,
Axis kuhlii,
Axis calamianensis,
Axis axis,
Avahi unicolor,
Avahi ramanantsoavanai,
Avahi peyrierasi,
Avahi mooreorum,
Avahi meridionalis,
Avahi cleesei,
Avahi betsileo,
Austronomus kuboriensis,
Austronomus australis,
Auliscomys sublimis,
Auliscomys pictus,
Atopogale cubana,
Atlantoxerus getulus,
Atelocynus microtis,
Ateles marginatus,
Ateles hybridus,
Ateles fusciceps,
Ateles chamek,
Ateles belzebuth,
Atelerix sclateri,
Atelerix frontalis,
Atelerix algirus,
Aselliscus tricuspidatus,
Aselliscus stoliczkanus,
Aselliscus dongbacanus,
Asellia tridens,
Asellia patrizii,
Asellia italosomalica,
Arvicola scherman,
Arvicanthis rufinus,
Arvicanthis niloticus,
Arvicanthis neumanni,
Arvicanthis nairobae,
Arvicanthis blicki,
Arvicanthis ansorgei,
Arvicanthis abyssinicus,
Artibeus schwartzi,
Artibeus planirostris,
Artibeus obscurus,
Artibeus inopinatus,
Artibeus hirsutus,
Artibeus fraterculus,
Artibeus fimbriatus,
Artibeus concolor,
Artibeus amplus,
Artibeus aequatorialis,
Ariteus flavescens,
Arielulus torquatus,
Arielulus societatis,
Arielulus cuprosus,
Arielulus circumdatus,
Ardops nichollsi,
Arctonyx hoevenii,
Arctonyx collaris,
Arctonyx albogularis,
Arctogalidia trivirgata,
Arctocebus calabarensis,
Arctocebus aureus,
Arctictis binturong,
Archboldomys maximus,
Archboldomys luzonensis,
Arborimus pomo,
Arborimus albipes,
Arabitragus jayakari,
Aproteles bulmerae,
Apomys zambalensis,
Apomys sierrae,
Apomys sacobianus,
Apomys musculus,
Apomys minganensis,
Apomys microdon,
Apomys magnus,
Apomys lubangensis,
Apomys littoralis,
Apomys iridensis,
Apomys insignis,
Apomys hylocetes,
Apomys gracilirostris,
Apomys datae,
Apomys camiguinensis,
Apomys brownorum,
Apomys banahao,
Apomys aurorae,
Apomys abrae,
Apodemus witherbyi,
Apodemus uralensis,
Apodemus sylvaticus,
Apodemus speciosus,
Apodemus semotus,
Apodemus rusiges,
Apodemus ponticus,
Apodemus peninsulae,
Apodemus pallipes,
Apodemus mystacinus,
Apodemus latronum,
Apodemus hyrcanicus,
Apodemus gurkha,
Apodemus flavicollis,
Apodemus epimelas,
Apodemus draco,
Apodemus chevrieri,
Apodemus avicennicus,
Apodemus argenteus,
Apodemus alpicola,
Apodemus agrarius,
Aotus zonalis,
Aotus vociferans,
Aotus nigriceps,
Aotus nancymaae,
Aotus miconax,
Aotus lemurinus,
Aotus jorgehernandezi,
Aotus griseimembra,
Aotus brumbacki,
Aotus azarae,
Antrozous pallidus,
Antilope cervicapra,
Antilocapra americana,
Antidorcas marsupialis,
Anthops ornatus,
Antechinus godmani,
Antechinus adustus,
Anourosorex yamashinai,
Anourosorex squamipes,
Anourosorex schmidi,
Anourosorex assamensis,
Anoura peruana,
Anoura luismanueli,
Anoura latidens,
Anoura geoffroyi,
Anoura fistulata,
Anoura cultrata,
Anoura caudifer,
Anoura cadenai,
Anoura aequatoris,
Anonymomys mindorensis,
Anomalurus pusillus,
Anomalurus pelii,
Anomalurus derbianus,
Anomalurus beecrofti,
Anisomys imitator,
Andinomys edax,
Andalgalomys pearsoni,
Andalgalomys olrogi,
Anathana ellioti,
Amorphochilus schnablii,
Ammotragus lervia,
Ammospermophilus nelsoni,
Ammospermophilus leucurus,
Ammospermophilus interpres,
Ammospermophilus harrisii,
Ammodorcas clarkei,
Ammodillus imbellis,
Ametrida centurio,
Amblysomus septentrionalis,
Amblysomus robustus,
Amblysomus marleyi,
Amblysomus hottentotus,
Amblysomus corriae,
Alticola tuvinicus,
Alticola strelzowi,
Alticola stoliczkanus,
Alticola semicanus,
Alticola roylei,
Alticola olchonensis,
Alticola montosa,
Alticola macrotis,
Alticola lemminus,
Alticola barakshin,
Alticola argentatus,
Alticola albicaudus,
Alouatta ululata,
Alouatta seniculus,
Alouatta sara,
Alouatta puruensis,
Alouatta pigra,
Alouatta nigerrima,
Alouatta macconnelli,
Alouatta juara,
Alouatta guariba,
Alouatta discolor,
Alouatta belzebul,
Alouatta arctoidea,
Allocricetulus eversmanni,
Allocricetulus curtatus,
Allochrocebus solatus,
Allochrocebus preussi,
Allochrocebus lhoesti,
Allocebus trichotis,
Allenopithecus nigroviridis,
Allactodipus bobrinskii,
Allactaga tetradactyla,
Allactaga sibirica,
Allactaga severtzovi,
Allactaga major,
Allactaga hotsoni,
Allactaga firouzi,
Allactaga bullata,
Allactaga balikunica,
Alionycteris paucidentata,
Alexandromys sachalinensis,
Alexandromys oeconomus,0.05
Alexandromys mujanensis,
Alexandromys montebelli,
Alexandromys mongolicus,
Alexandromys middendorffii,
Alexandromys maximowiczii,
Alexandromys limnophilus,
Alexandromys kikuchii,
Alexandromys fortis,
Alexandromys evoronensis,
Alces alces,630
Alcelaphus buselaphus,
Akodon varius,
Akodon torques,
Akodon toba,
Akodon sylvanus,
Akodon surdus,
Akodon subfuscus,
Akodon spegazzinii,
Akodon simulator,
Akodon siberiae,
Akodon serrensis,
Akodon sanctipaulensis,
Akodon reigi,
Akodon polopi,
Akodon philipmyersi,
Akodon pervalens,
Akodon paranaensis,
Akodon orophilus,
Akodon mystax,
Akodon montensis,
Akodon mollis,
Akodon molinae,
Akodon mimus,
Akodon lutescens,
Akodon lindberghi,
Akodon kofordi,
Akodon juninensis,
Akodon iniscatus,
Akodon fumeus,
Akodon dolores,
Akodon dayi,
Akodon cursor,
Akodon caenosus,
Akodon budini,
Akodon boliviensis,
Akodon azarae,
Akodon albiventer,
Akodon affinis,
Akodon aerosus,
Ailurops ursinus,
Ailurops melanotis,
Ailuropoda melanoleuca,115
Aethomys thomasi,
Aethomys stannarius,
Aethomys silindensis,
Aethomys nyikae,
Aethomys kaiseri,
Aethomys ineptus,
Aethomys hindei,
Aethomys chrysophilus,
Aethomys bocagei,
Aethalops alecto,
Aethalops aequalis,
Aeromys thomasi,
Aeromys tephromelas,
Aeretes melanopterus,
Aepyceros melampus,
Aepeomys reigi,
Aepeomys lugens,
Aegialomys xanthaeolus,
Aegialomys galapagoensis,
Addax nasomaculatus,
Aconaemys sagei,
Aconaemys porteri,
Aconaemys fuscus,
Acomys wilsoni,
Acomys subspinosus,
Acomys spinosissimus,
Acomys seurati,
Acomys selousi,
Acomys russatus,
Acomys percivali,
Acomys ngurui,
Acomys nesiotes,
Acomys muzei,
Acomys mullah,
Acomys minous,
Acomys louisae,
Acomys kempi,
Acomys johannis,
Acomys ignitus,
Acomys dimidiatus,
Acomys cineraceus,
Acomys cilicicus,
Acomys cahirinus,
Acomys airensis,
Acerodon mackloti,
Acerodon leucotis,
Acerodon jubatus,
Acerodon humilis,
Acerodon celebensis,
Abrothrix sanborni,
Abrothrix manni,
Abrothrix lanosus,
Abrothrix jelskii,
Abrothrix illutea,
Abrocoma vaccarum,
Abrocoma uspallata,
Abrocoma shistacea,
Abrocoma famatina,
Abrocoma cinerea,
Abrocoma budini,
Abrocoma boliviensis,
Abrocoma bennettii,
Abrawayaomys ruschii,
Abrawayaomys chebezi,
Abeomelomys sevia,
Abditomys latidens,
